,bands,labels
4190,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_126053_20180224_20180308_01_T1_band_chip365.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_126053_20180224_20180308_01_T1_label_chip365.tif
4191,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129051_20180213_20180222_01_T1_band_chip661.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129051_20180213_20180222_01_T1_label_chip661.tif
4192,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129051_20180213_20180222_01_T1_band_chip931.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129051_20180213_20180222_01_T1_label_chip931.tif
4193,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_12220_4160.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_12220_4160.tif
4194,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_119035_20180802_20200831_02_T1_band_chip_3900_3250.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_119035_20180802_20200831_02_T1_label_chip_3900_3250.tif
4195,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_010062_20180502_20200901_02_T1_band_chip_910_10270.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_010062_20180502_20200901_02_T1_label_chip_910_10270.tif
4196,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129051_20180213_20180222_01_T1_band_chip245.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129051_20180213_20180222_01_T1_label_chip245.tif
4197,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip235.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip235.tif
4198,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip835.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip835.tif
4199,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip717.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip717.tif
4200,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip394.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip394.tif
4201,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_126053_20180224_20180308_01_T1_band_chip4.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_126053_20180224_20180308_01_T1_label_chip4.tif
4202,/workspace/_libs/dl_library/integrated mangrove/pond_integrated mangrove_bands/LC08_L1TP_121064_20180715_20180730_01_T1_band_chip7.tif,/workspace/_libs/dl_library/integrated mangrove/pond_integrated mangrove_label/LC08_L1TP_121064_20180715_20180730_01_T1_label_chip7.tif
4203,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_10530_3380.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_10530_3380.tif
4204,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_119033_20180311_20200901_02_T1_band_chip_9230_2990.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_119033_20180311_20200901_02_T1_label_chip_9230_2990.tif
4205,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_122064_20180706_20180717_01_T1_band_chip73.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_122064_20180706_20180717_01_T1_label_chip73.tif
4206,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_126045_20181006_20181010_01_T1_band_chip267.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_126045_20181006_20181010_01_T1_label_chip267.tif
4207,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip543.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip543.tif
4208,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125048_20180422_20200901_02_T1_band_chip_5980_12090.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125048_20180422_20200901_02_T1_label_chip_5980_12090.tif
4209,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip306.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip306.tif
4210,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip1717.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip1717.tif
4211,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_119035_20180802_20200831_02_T1_band_chip_4030_3510.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_119035_20180802_20200831_02_T1_label_chip_4030_3510.tif
4212,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_118065_20180710_20180717_01_T1_band_chip392.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_118065_20180710_20180717_01_T1_label_chip392.tif
4213,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129055_20190304_20190309_01_T1_band_chip302.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129055_20190304_20190309_01_T1_label_chip302.tif
4214,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip24.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip24.tif
4215,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128051_20180206_20180221_01_T1_band_chip528.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128051_20180206_20180221_01_T1_label_chip528.tif
4216,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip493.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip493.tif
4217,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129051_20180213_20180222_01_T1_band_chip987.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129051_20180213_20180222_01_T1_label_chip987.tif
4218,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip164.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip164.tif
4219,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129051_20180213_20180222_01_T1_band_chip174.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129051_20180213_20180222_01_T1_label_chip174.tif
4220,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip760.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip760.tif
4221,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip1738.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip1738.tif
4222,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip482.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip482.tif
4223,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_119035_20180802_20200831_02_T1_band_chip_4160_3120.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_119035_20180802_20200831_02_T1_label_chip_4160_3120.tif
4224,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip156.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip156.tif
4225,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125054_20170214_20200905_02_T1_band_chip_2470_4680.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125054_20170214_20200905_02_T1_label_chip_2470_4680.tif
4226,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_130056_20180815_20180828_01_T1_band_chip117.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_130056_20180815_20180828_01_T1_label_chip117.tif
4227,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip984.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip984.tif
4228,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_126045_20181006_20181010_01_T1_band_chip14.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_126045_20181006_20181010_01_T1_label_chip14.tif
4229,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_116058_20180813_20200831_02_T1_band_chip_2730_7800.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_116058_20180813_20200831_02_T1_label_chip_2730_7800.tif
4230,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip338.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip338.tif
4231,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_114063_20181002_20181010_01_T1_band_chip186.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_114063_20181002_20181010_01_T1_label_chip186.tif
4232,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip65.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip65.tif
4233,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_114063_20181002_20181010_01_T1_band_chip333.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_114063_20181002_20181010_01_T1_label_chip333.tif
4234,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip1560.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip1560.tif
4235,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip138.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip138.tif
4236,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip389.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip389.tif
4237,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_120065_20180505_20180517_01_T1_band_chip318.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_120065_20180505_20180517_01_T1_label_chip318.tif
4238,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip219.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip219.tif
4239,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129051_20180213_20180222_01_T1_band_chip474.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129051_20180213_20180222_01_T1_label_chip474.tif
4240,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_121064_20180715_20180730_01_T1_band_chip104.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_121064_20180715_20180730_01_T1_label_chip104.tif
4241,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip1624.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip1624.tif
4242,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129051_20180213_20180222_01_T1_band_chip297.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129051_20180213_20180222_01_T1_label_chip297.tif
4243,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128051_20180206_20180221_01_T1_band_chip463.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128051_20180206_20180221_01_T1_label_chip463.tif
4244,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip255.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip255.tif
4245,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip171.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip171.tif
4246,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip94.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip94.tif
4247,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip229.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip229.tif
4248,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip1277.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip1277.tif
4249,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_118040_20181217_20200830_02_T1_band_chip_9100_5720.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_118040_20181217_20200830_02_T1_label_chip_9100_5720.tif
4250,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip1502.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip1502.tif
4251,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_119033_20180311_20200901_02_T1_band_chip_6500_4420.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_119033_20180311_20200901_02_T1_label_chip_6500_4420.tif
4252,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_126054_20180312_20180320_01_T1_band_chip84.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_126054_20180312_20180320_01_T1_label_chip84.tif
4253,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_119035_20180802_20200831_02_T1_band_chip_4030_3250.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_119035_20180802_20200831_02_T1_label_chip_4030_3250.tif
4254,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142054_20180107_20180119_01_T1_band_chip123.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142054_20180107_20180119_01_T1_label_chip123.tif
4255,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip235.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip235.tif
4256,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_13000_2600.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_13000_2600.tif
4257,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129051_20180213_20180222_01_T1_band_chip296.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129051_20180213_20180222_01_T1_label_chip296.tif
4258,/workspace/_libs/dl_library/integrated mangrove/pond_integrated mangrove_bands/LC08_L1TP_126054_20180312_20180320_01_T1_band_chip337.tif,/workspace/_libs/dl_library/integrated mangrove/pond_integrated mangrove_label/LC08_L1TP_126054_20180312_20180320_01_T1_label_chip337.tif
4259,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip1053.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip1053.tif
